Title,link_url,institute,author,language,description,date,tags,ratings,votes
MBSE: Model-Based Systems Engineering (Coursera) More Info,https://www.mooc-list.com/course/mbse-model-based-systems-engineering-coursera https://www.mooc-list.com/course/mbse-model-based-systems-engineering-coursera,"State University of New York,  University at Buffalo",Coursera,English,"This Model-Based Systems Engineering (MBSE) course and the Digital Thread courses featured earlier in this specialization bring together the concepts from across digital manufacturing and design, forming a vision in which the geometry of a product is just one way of describing it. MBSE is where the model resulting from the evolution of system requirements, design, analysis, verification and validation activities is the focus of design and manufacturing.",Feb 25th 2019,"Engineering
,  MBSE
,  Model-Based Systems Engineering
,  Digital Manufacturing
,  Design
,  Manufacturing",Average: 7,(5 votes)
Machine Learning Foundations: A Case Study Approach (Coursera) More Info,https://www.mooc-list.com/course/machine-learning-foundations-case-study-approach-coursera https://www.mooc-list.com/course/machine-learning-foundations-case-study-approach-coursera,University of Washington,Coursera,English,"Do you have data and wonder what it can tell you? Do you need a deeper understanding of the core ways in which machine learning can improve your business? Do you want to be able to converse with specialists about anything from regression and classification to deep learning and recommender systems? In this course, you will get hands-on experience with machine learning from a series of practical case-studies.",Feb 25th 2019,"Machine Learning Specialization
,  Machine Learning
,  Regression
,  Classification
,  Clustering
,  Data Analysis
,  Python",Average: 5.8,(14 votes)
"GIS Data Formats, Design and Quality (Coursera) More Info",https://www.mooc-list.com/course/gis-data-formats-design-and-quality-coursera https://www.mooc-list.com/course/gis-data-formats-design-and-quality-coursera,"University of California, Davis",Coursera,English,"In this course, the second in the Geographic Information Systems (GIS) Specialization, you will go in-depth with common data types (such as raster and vector data), structures, quality and storage during four week-long modules.",Feb 25th 2019,"GIS
,  Geographic Information Systems
,  Web Maps
,  Data Formats
,  Data Quality
,  ArcGIS Online",Average: 5.9,(11 votes)
"Cloud Computing Applications, Part 2: Big Data and Applications in the Cloud (Coursera) More Info",https://www.mooc-list.com/course/cloud-computing-applications-part-2-big-data-and-applications-cloud-coursera https://www.mooc-list.com/course/cloud-computing-applications-part-2-big-data-and-applications-cloud-coursera,University of Illinois at Urbana-Champaign,Coursera,English,"Welcome to the Cloud Computing Applications course, the second part of a two-course series designed to give you a comprehensive view on the world of Cloud Computing and Big Data!",Feb 25th 2019,"Cloud Computing
,  Big Data
,  Applications
,  Cloud
,  Cloud Applications
,  Data Analysis
,  MapReduce
,  Spark
,  Cloudera
,  MapR
,  NOSQL Databases
,  HBase
,  Kafka
,  Spark Streaming
,  Lambda
,  Kappa
,  Graph Processing
,  Machine Learning
,  Deep Learning",Average: 7.8,(6 votes)
"Comprendre l'écologie, pour une économie innovante (Coursera) More Info",https://www.mooc-list.com/course/comprendre-lecologie-pour-une-economie-innovante-coursera https://www.mooc-list.com/course/comprendre-lecologie-pour-une-economie-innovante-coursera,ESCP Europe,Coursera,French,"Conçu conjointement par le think-tank Ecolo-Ethik et ESCP Europe, ce MOOC se propose de vous aider à dépasser les idées reçues sur l’écologie, dans le souci d’une démarche ouverte et multiple. A ce titre, de grands experts reconnus interviendront pour illustrer, approfondir et enrichir les différentes thématiques.",Feb 25th 2019,"Ecology
,  Sustainable Economy
,  Climate
,  Energy
,  Biodiversity
,  Economy",Average: 8.3,(7 votes)
Economics of Money and Banking (Coursera) More Info,https://www.mooc-list.com/course/economics-money-and-banking-coursera https://www.mooc-list.com/course/economics-money-and-banking-coursera,Columbia University,Coursera,English,"The last three or four decades have seen a remarkable evolution in the institutions that comprise the modern monetary system. The financial crisis of 2007-2009 is a wakeup call that we need a similar evolution in the analytical apparatus and theories that we use to understand that system. Produced and sponsored by the Institute for New Economic Thinking, this course is an attempt to begin the process of new economic thinking by reviving and updating some forgotten traditions in monetary thought that have become newly relevant.",Feb 25th 2019,"Economics
,  Money
,  Banking
,  Market",Average: 7.6,(8 votes)
Game Theory (Coursera) More Info,https://www.mooc-list.com/course/game-theory-coursera https://www.mooc-list.com/course/game-theory-coursera,"Stanford University,  The University of British Columbia",Coursera,English,"Popularized by movies such as ""A Beautiful Mind,"" game theory is the mathematical modeling of strategic interaction among rational (and irrational) agents. Beyond what we call `games' in common language, such as chess, poker, soccer, etc., it includes the modeling of conflict among nations, political campaigns, competition among firms, and trading behavior in markets such as the NYSE.",Feb 25th 2019,"Game
,  Strategy
,  Game Trees
,  Bayesian Games
,  Stochastic Games",Average: 4.8,(4 votes)
Practical Approaching to Computational Algebra (Computation with Python) (Miríada X) Mar 1st 2019 More Info,https://www.mooc-list.com/course/practical-approaching-computational-algebra-computation-python-miriada-x undefined https://www.mooc-list.com/course/practical-approaching-computational-algebra-computation-python-miriada-x,Universidad de Cádiz,Miríada X,"English,  Spanish","Introducimos el Álgebra Computacional desde un punto de vista práctico mostrando su aplicabilidad. Damos herramientas matemáticas para el estudio y resolución de sistemas polinomiales, y sistemas diofánticos con soluciones enteras positivas. / We introduce Computational Algebra from a practical point of view showing its applicability. We give mathematical tools for the study and resolution of polynomial systems, and diophantine systems with positive integer solutions.",Mar 1st 2019,"Computational Algebra,  Polynomial Systems,  Algorithms,  Python,  Programming",,
Fortalecimiento efectivo y saludable de la musculatura abdominal y lumbar (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/fortalecimiento-efectivo-y-saludable-de-la-musculatura-abdominal-y-lumbar-miriada-x undefined https://www.mooc-list.com/course/fortalecimiento-efectivo-y-saludable-de-la-musculatura-abdominal-y-lumbar-miriada-x,Universidad de Murcia,Miríada X,Spanish,"Para fortalecer la musculatura abdominal y lumbar de forma efectiva y saludable, es preciso seleccionar los ejercicios en función de las capacidades y motivaciones de cada persona. Conocer las características y efectos de cada ejercicio, permitirá elegir aquellos mas adecuados, así como evitar los más problemáticos. De este modo, podremos mejorar la salud de nuestra columna vertebral.",Feb 25th 2019,"Health,  Abdominal Muscles,  Lumbar Muscles,  Physical Exercise,  Muscle Strength",,
Reservoir Simulation (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/reservoir-simulation-miriada-x undefined https://www.mooc-list.com/course/reservoir-simulation-miriada-x,Universidad Politécnica de Madrid,Miríada X,English,"Oil and gas reservoir modelling needs two types of data. Those that permit to define the static model (core, well logs and seismic interpretation) and those that allow to define the dynamic model (pressure evolution, fluid production, boundary conditions). In this MOOC we will focus on the dynamic model.",Feb 25th 2019,"Reservoirs,  Oil Reservoirs,  Gas Reservoirs,  Dynamic Models",,
Habilidades para el Empleo. ¡Marca la diferencia en tu carrera profesional! (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/habilidades-para-el-empleo-%C2%A1marca-la-diferencia-en-tu-carrera-profesional-mir%C3%ADada-x undefined https://www.mooc-list.com/course/habilidades-para-el-empleo-%C2%A1marca-la-diferencia-en-tu-carrera-profesional-mir%C3%ADada-x,Universitas Telefónica,Miríada X,Spanish,"Este curso está diseñado tanto para profesionales que busquen mejorar su perfil como candidatos en su búsqueda de empleo, o incluso para aquellos trabajadores en activo que deseen mejorar su desempeño a través del desarrollo de habilidades que denominamos ""transversales"". Se trata de aprender las destrezas necesarias aplicables a cualquier tipo de profesión y, en muchos casos, resultan ser el punto de diferenciación entre candidatos e incluso la clave de nuestros avances en nuestra carrera profesional. ¡Aprovecha la oportunidad!",Feb 25th 2019,"Job Skills,  Employment,  Employability,  Job Search",,
Conceptos Básicos de Estática: Análisis de Cuerpos Rígidos (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/conceptos-basicos-de-estatica-analisis-de-cuerpos-rigidos-miriada-x undefined https://www.mooc-list.com/course/conceptos-basicos-de-estatica-analisis-de-cuerpos-rigidos-miriada-x,Universidad EAFIT,Miríada X,Spanish,"La Estática es la conjunción de la Física y las Matemáticas para solucionar problemas de la naturaleza con base en ecuaciones simples. Es una parte de la Mecánica Clásica en lo que se refiere a los cuerpos indeformables que además carecen de movimiento espacial o que se mueven con velocidad constante. En el curso conceptos básicos de Estática: Análisis de Cuerpos Rígidos, el estudiante logrará: Determinar los momentos originados por fuerzas aplicadas en un cuerpo rígido, deducir a partir de un sistema de fuerzas el sistema equivalente fuerza momento, definir de una forma clara el diagrama de cuerpo libre de fuerzas y momentos aplicados en un cuerpo rígido, y analizar a partir de las leyes de Newton el equilibrio de fuerzas y momentos en un cuerpo rígido.",Feb 25th 2019,"Static,  Physics,  Math,  Mathematics,  Classical Mechanics",,
